"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 19-Aug-2024"
"GODREJPROP","2,067.00","2,091.90","2,046.80","2,041.80","2,056.00","-","14.20","0.70","12,93,234","267.82","3,399.00","1,900.00","-15.06","-31.45"
"HINDPETRO","390.70","395.45","390.20","390.80","393.45","-","2.65","0.68","20,94,370","82.44","457.15","287.55","-9.47","-1.44"
"BEL","373.00","377.40","371.50","371.85","374.25","-","2.40","0.65","1,26,80,853","475.65","436.00","240.25","-7.03","22.66"
"PRESTIGE","1,635.00","1,687.00","1,625.00","1,626.60","1,637.00","-","10.40","0.64","11,98,307","198.48","1,972.00","1,048.05","-9.94","-8.16"
"SHRIRAMFIN","618.00","622.00","615.80","616.30","620.00","-","3.70","0.60","39,93,795","247.21","730.45","493.35","-6.00","-80.50"
"TITAN","3,595.00","3,625.00","3,588.20","3,595.00","3,616.30","-","21.30","0.59","6,73,486","243.24","3,867.00","2,925.00","4.72","3.46"
"CESC","163.99","165.20","163.60","163.43","164.40","-","0.97","0.59","14,26,608","23.47","212.49","119.00","-8.61","-7.61"
"SUNPHARMA","1,630.80","1,652.50","1,623.90","1,633.10","1,642.50","-","9.40","0.58","17,27,099","283.33","1,960.35","1,553.05","-3.50","-7.54"
"OIL","408.00","413.90","407.25","408.00","410.35","-","2.35","0.58","16,09,390","66.20","767.90","325.00","-9.98","-39.35"
"EICHERMOT","5,990.00","5,992.50","5,898.00","5,937.50","5,967.00","-","29.50","0.50","4,99,089","296.41","6,024.50","4,508.75","6.83","21.59"
"APOLLOHOSP","7,893.00","7,947.00","7,853.00","7,883.00","7,920.00","-","37.00","0.47","4,82,016","380.96","7,947.00","6,001.00","8.66","18.13"
"MPHASIS","2,845.00","2,887.50","2,815.10","2,835.50","2,848.80","-","13.30","0.47","4,56,237","130.74","3,237.95","2,044.55","1.16","-5.76"
"DLF","771.50","783.90","770.50","770.50","774.00","-","3.50","0.45","19,46,556","151.36","929.00","601.20","-9.63","-11.17"
"DIVISLAB","6,005.00","6,060.00","5,988.00","6,005.00","6,030.00","-","25.00","0.42","2,19,909","132.48","7,071.50","4,663.30","-10.21","27.14"
"MARUTI","14,219.00","14,401.00","14,156.00","14,221.00","14,280.00","-","59.00","0.41","5,13,460","733.16","14,401.00","10,725.00","14.64","16.42"
"ABB","5,150.00","5,195.00","5,112.00","5,121.50","5,140.50","-","19.00","0.37","3,77,717","194.54","8,940.60","4,684.45","-12.24","-34.35"
"PPLPHARMA","190.00","196.25","190.00","191.79","192.50","-","0.71","0.37","33,66,635","65.20","307.90","181.62","-9.40","3.56"
"VEDL","445.65","449.00","443.15","445.50","447.10","-","1.60","0.36","81,03,807","361.69","526.95","363.00","-1.84","-0.26"
"CGPOWER","675.00","679.80","675.00","674.25","676.70","-","2.45","0.36","9,40,798","63.75","874.70","517.70","-0.94","-8.33"
"GRASIM","2,880.00","2,898.40","2,855.00","2,864.90","2,874.40","-","9.50","0.33","11,38,327","328.08","2,898.40","2,276.95","4.49","8.65"
"ZYDUSLIFE","983.30","997.60","978.40","983.30","986.40","-","3.10","0.32","7,16,876","70.88","1,220.00","795.00","1.37","-17.55"
"CYIENT","1,234.00","1,240.80","1,223.30","1,230.60","1,234.30","-","3.70","0.30","3,34,676","41.28","2,157.45","1,084.05","-4.09","-36.40"
"ONGC","238.00","240.99","237.23","237.93","238.55","-","0.62","0.26","81,11,371","194.11","336.00","205.00","-2.90","-27.92"
"YESBANK","19.38","19.70","19.33","19.36","19.41","-","0.05","0.26","4,93,89,309","96.31","24.85","16.02","-3.97","-21.01"
"OBEROIRLTY","1,655.00","1,681.20","1,654.70","1,656.90","1,661.00","-","4.10","0.25","3,15,112","52.48","2,343.65","1,451.95","-9.69","-5.61"
"HAL","4,490.00","4,526.80","4,430.70","4,468.40","4,478.70","-","25.30","0.57","18,33,004","822.05","5,165.00","3,046.05","-5.95","-5.65"
"HINDZINC","433.80","433.80","430.00","430.00","430.80","-","0.80","0.19","11,59,668","50.08","575.40","378.15","-3.29","-16.11"
"IOC","141.65","142.90","141.28","141.44","141.69","-","0.25","0.18","87,46,473","124.22","184.00","110.72","-6.37","-17.88"
"TORNTPOWER","1,290.20","1,311.80","1,287.00","1,285.30","1,287.00","-","1.70","0.13","13,23,556","171.70","2,037.00","1,207.25","-6.02","-28.49"
"HDFCBANK","1,997.50","1,997.50","1,983.20","1,988.20","1,990.50","-","2.30","0.12","62,19,925","1,238.77","2,037.70","1,613.00","-0.61","21.40"
"GRANULES","461.35","465.00","454.75","461.35","461.80","-","0.45","0.10","10,66,845","49.16","721.00","422.00","-6.70","-31.70"
"DELHIVERY","471.00","474.00","463.45","471.10","471.55","-","0.45","0.10","34,08,989","160.18","477.75","236.53","8.77","7.51"
"GODREJCP","1,253.00","1,253.00","1,220.30","1,246.90","1,248.00","-","1.10","0.09","18,60,416","231.12","1,541.85","979.50","0.66","-10.55"
"BHARTIARTL","1,930.00","1,940.90","1,927.70","1,928.40","1,930.10","-","1.70","0.09","33,76,913","652.63","2,045.80","1,446.50","1.01","33.07"
"UNITDSPR","1,340.10","1,340.80","1,325.60","1,335.90","1,337.00","-","1.10","0.08","10,71,331","142.94","1,700.00","1,271.10","-2.23","-5.07"
"BPCL","321.05","323.80","318.75","319.95","320.20","-","0.25","0.08","37,90,333","121.74","376.00","234.01","-6.61","-8.43"
"DALBHARAT","2,345.00","2,354.40","2,320.00","2,344.40","2,346.00","-","1.60","0.07","89,757","21.03","2,394.20","1,601.00","3.63","32.62"
"KOTAKBANK","2,039.00","2,039.00","2,012.90","2,017.50","2,019.00","-","1.50","0.07","28,98,787","585.85","2,301.90","1,679.05","-6.82","11.73"
"TCS","3,130.00","3,130.00","3,083.10","3,098.60","3,100.00","-","1.40","0.05","32,30,726","1,004.06","4,592.25","2,991.60","-1.89","-31.50"
"INDIANB","670.00","673.00","666.15","670.05","670.35","-","0.30","0.04","5,58,989","37.47","683.10","473.90","5.56","19.97"
"PNB","107.50","108.00","107.05","107.11","107.13","-","0.02","0.02","58,87,988","63.24","117.98","85.46","-4.88","-8.73"
"IRB","44.70","45.08","44.50","44.60","44.60","-","-","-","66,54,503","29.76","66.90","40.96","-8.08","-31.13"
"ITC","406.05","406.85","403.35","406.05","406.00","-","-0.05","-0.01","1,50,28,966","609.70","528.50","390.15","-3.34","-18.59"
"ASIANPAINT","2,574.90","2,576.00","2,559.30","2,570.10","2,569.00","-","-1.10","-0.04","7,81,082","200.45","3,394.90","2,124.75","8.20","-17.18"
"FEDERALBNK","199.50","201.00","199.00","199.71","199.63","-","-0.08","-0.04","60,33,820","120.65","220.00","172.66","-6.14","-1.96"
"INFY","1,508.00","1,508.00","1,484.30","1,496.20","1,495.50","-","-0.70","-0.05","65,65,539","982.97","2,006.45","1,307.00","-5.56","-20.08"
"ULTRACEMCO","12,890.00","12,906.00","12,790.00","12,874.00","12,868.00","-","-6.00","-0.05","1,55,457","199.91","12,930.00","10,047.85","2.36","13.43"
"KALYANKJIL","513.15","515.75","509.40","510.60","510.35","-","-0.25","-0.05","36,42,857","186.55","795.40","399.40","-13.63","-5.78"
"UPL","717.05","718.55","710.20","713.45","713.00","-","-0.45","-0.06","20,41,917","145.56","735.85","484.90","-0.04","26.02"
"HCLTECH","1,500.00","1,505.00","1,486.10","1,496.00","1,495.00","-","-1.00","-0.07","21,57,601","322.62","2,012.20","1,302.75","-2.25","-11.31"
"SJVN","97.56","99.70","97.13","97.57","97.50","-","-0.07","-0.07","82,26,952","81.01","141.80","80.54","-1.53","-29.56"
"PAYTM","1,248.00","1,250.80","1,223.60","1,248.00","1,247.00","-","-1.00","-0.08","39,57,141","490.35","1,254.40","505.55","22.63","117.86"
"PERSISTENT","5,360.00","5,373.00","5,275.00","5,345.00","5,337.00","-","-8.00","-0.15","3,07,013","163.87","6,788.90","4,148.95","-7.51","8.30"
"WIPRO","252.74","252.74","249.61","250.84","250.40","-","-0.44","-0.18","76,07,486","190.56","324.60","228.00","-3.65","-52.19"
"TRENT","5,457.00","5,547.00","5,439.00","5,453.00","5,443.00","-","-10.00","-0.18","6,07,314","333.41","8,345.00","4,488.00","1.43","-19.74"
"MOTHERSON","98.50","98.89","97.49","97.97","97.78","-","-0.19","-0.19","1,03,23,617","101.16","144.66","71.50","-2.82","-48.30"
"RECLTD","381.50","383.55","380.00","380.85","380.10","-","-0.75","-0.20","31,66,345","120.81","636.00","357.35","-4.47","-36.51"
"PIDILITIND","3,087.00","3,104.80","3,073.20","3,084.60","3,078.00","-","-6.60","-0.21","1,18,413","36.55","3,415.00","2,622.20","4.03","0.59"
"SYNGENE","667.45","676.95","664.75","667.45","666.00","-","-1.45","-0.22","3,49,134","23.40","960.60","599.55","-0.54","-19.51"
"TECHM","1,528.00","1,531.70","1,509.10","1,524.10","1,520.60","-","-3.50","-0.23","12,51,760","190.61","1,807.70","1,209.40","-1.28","-6.42"
"UNIONBANK","137.00","138.55","136.30","136.91","136.55","-","-0.36","-0.26","69,17,659","94.80","158.65","100.81","-4.02","9.04"
"ICICIGI","1,987.60","1,998.00","1,963.00","1,968.50","1,963.00","-","-5.50","-0.28","6,99,719","138.88","2,301.90","1,613.70","0.83","-4.63"
"COLPAL","2,356.80","2,368.00","2,333.10","2,356.50","2,350.00","-","-6.50","-0.28","6,97,500","163.85","3,890.00","2,151.00","-1.48","-33.75"
"AXISBANK","1,090.00","1,090.00","1,076.40","1,080.20","1,077.10","-","-3.10","-0.29","64,59,262","698.66","1,281.65","933.50","-1.76","-7.52"
"SHREECEM","30,790.00","30,950.00","30,400.00","30,690.00","30,600.00","-","-90.00","-0.29","12,148","37.13","32,490.00","23,500.00","-2.68","24.10"
"TATATECH","692.20","694.55","685.20","689.00","686.95","-","-2.05","-0.30","4,65,186","32.09","1,136.00","597.00","-3.82","-31.40"
"KPITTECH","1,214.60","1,225.00","1,208.20","1,214.60","1,210.90","-","-3.70","-0.30","5,60,998","68.27","1,921.00","1,020.60","-3.95","-33.55"
"VBL","520.25","522.50","515.10","517.65","516.00","-","-1.65","-0.32","32,62,937","169.01","668.00","419.55","5.79","-65.30"
"CHOLAFIN","1,525.90","1,527.70","1,513.70","1,522.90","1,518.00","-","-4.90","-0.32","7,28,673","110.67","1,684.40","1,168.00","-3.23","9.73"
"VOLTAS","1,368.10","1,372.00","1,344.30","1,369.80","1,365.40","-","-4.40","-0.32","12,70,171","172.72","1,944.90","1,135.00","-1.15","-17.44"
"TORNTPHARM","3,666.00","3,683.60","3,628.60","3,663.80","3,651.70","-","-12.10","-0.33","1,55,569","56.95","3,787.90","2,886.45","3.97","8.96"
"NYKAA","226.00","228.45","223.30","225.18","224.42","-","-0.76","-0.34","56,35,245","127.28","229.80","154.90","4.72","16.90"
"GAIL","178.75","178.88","177.12","178.12","177.50","-","-0.62","-0.35","72,52,426","128.93","245.00","150.52","-3.26","-24.75"
"BANKINDIA","116.55","117.00","115.75","116.33","115.90","-","-0.43","-0.37","22,28,690","25.93","130.24","90.05","1.45","-2.45"
"SRF","2,938.00","2,938.00","2,902.10","2,924.20","2,913.00","-","-11.20","-0.38","3,06,140","89.35","3,325.00","2,126.85","-6.59","18.22"
"HDFCLIFE","792.50","807.00","791.40","796.55","793.55","-","-3.00","-0.38","21,42,925","171.21","820.75","584.30","5.88","12.10"
"TATASTEEL","161.92","162.54","161.19","161.92","161.29","-","-0.63","-0.39","1,72,82,594","279.72","170.18","122.62","-0.67","5.19"
"INDUSTOWER","350.05","353.45","346.60","349.10","347.75","-","-1.35","-0.39","29,00,166","101.38","460.35","312.75","-13.62","-18.49"
"TATACHEM","945.00","946.20","935.15","944.65","940.85","-","-3.80","-0.40","4,63,994","43.61","1,247.35","756.00","0.45","-10.85"
"AMBER","7,420.00","7,428.00","7,315.50","7,362.00","7,331.00","-","-31.00","-0.42","1,87,256","137.72","8,177.00","4,089.05","-1.44","73.61"
"LICHSGFIN","584.00","584.00","577.20","580.10","577.50","-","-2.60","-0.45","7,24,860","41.99","735.55","483.70","-6.98","-14.02"
"BIOCON","360.00","361.45","354.80","359.45","357.80","-","-1.65","-0.46","22,57,658","80.98","406.00","291.00","-8.92","3.66"
"MANAPPURAM","266.00","267.50","264.60","266.10","264.85","-","-1.25","-0.47","16,58,721","44.15","284.90","138.35","-1.55","27.70"
"ICICIPRULI","639.00","641.90","627.00","632.05","629.05","-","-3.00","-0.47","12,85,595","81.42","796.80","525.80","-0.45","-14.88"
"JINDALSTEL","1,016.25","1,019.35","1,006.20","1,016.25","1,011.45","-","-4.80","-0.47","30,47,183","308.64","1,073.70","723.35","5.85","7.01"
"HUDCO","214.80","215.47","212.15","214.39","213.30","-","-1.09","-0.51","20,38,006","43.53","299.70","158.85","-5.81","-24.50"
"AUROPHARMA","1,045.00","1,054.60","1,032.50","1,046.40","1,041.00","-","-5.40","-0.52","15,22,514","158.93","1,592.00","1,010.00","-8.09","-31.93"
"HEROMOTOCO","5,136.00","5,158.90","5,040.00","5,136.00","5,109.00","-","-27.00","-0.53","8,19,430","418.12","6,246.25","3,344.00","16.51","-2.07"
"M&M","3,410.00","3,410.00","3,370.00","3,395.60","3,377.50","-","-18.10","-0.53","19,64,795","665.51","3,432.00","2,425.00","4.59","22.53"
"BHARATFORG","1,160.80","1,180.50","1,148.90","1,158.90","1,152.60","-","-6.30","-0.54","25,58,248","297.23","1,647.95","919.10","-5.07","-26.53"
"ABFRL","76.90","76.90","74.97","76.26","75.85","-","-0.41","-0.54","2,18,37,337","165.53","364.40","70.55","1.54","-76.34"
"OFSS","8,810.00","8,860.00","8,681.00","8,763.00","8,715.00","-","-48.00","-0.55","1,00,872","88.25","13,220.00","7,038.00","-0.66","-20.74"
"MAZDOCK","2,785.00","2,841.40","2,748.30","2,772.90","2,757.50","-","-15.40","-0.56","21,16,310","593.21","3,775.00","1,918.05","-6.06","-35.51"
"UNOMINDA","1,234.40","1,252.00","1,226.80","1,234.80","1,227.70","-","-7.10","-0.57","9,37,646","116.19","1,255.00","767.60","14.55","6.54"
"LODHA","1,313.00","1,327.60","1,290.50","1,300.00","1,292.50","-","-7.50","-0.58","15,35,305","200.72","1,531.00","1,035.15","-10.26","3.24"
"ADANIENT","2,387.10","2,397.00","2,371.40","2,387.10","2,373.00","-","-14.10","-0.59","4,41,867","105.38","3,211.00","2,025.00","-8.87","-22.26"
"SBIN","828.95","833.25","824.05","828.95","824.05","-","-4.90","-0.59","44,02,511","364.82","875.45","680.00","0.58","1.05"
"AMBUJACEM","593.25","593.30","585.05","591.90","588.35","-","-3.55","-0.60","15,40,533","90.58","660.00","453.05","-3.48","-5.52"
"PNBHOUSING","811.80","816.30","802.95","808.45","803.50","-","-4.95","-0.61","16,09,672","130.38","1,202.20","746.70","-25.43","-0.30"
"LICI","917.00","917.00","886.60","899.35","893.80","-","-5.55","-0.62","18,44,457","166.54","1,095.00","715.30","-3.10","-15.79"
"NATIONALUM","192.22","193.57","190.74","192.22","191.00","-","-1.22","-0.63","28,28,430","54.28","262.99","137.75","-1.42","11.72"
"TATAMOTORS","694.00","694.95","685.00","689.60","685.20","-","-4.40","-0.64","84,32,614","581.96","1,142.00","535.75","0.31","-36.55"
"CONCOR","560.00","560.25","552.55","557.50","553.85","-","-3.65","-0.65","3,99,982","22.21","801.00","481.00","-9.12","-43.09"
"MUTHOOTFIN","2,697.90","2,701.70","2,649.10","2,683.90","2,666.00","-","-17.90","-0.67","4,39,025","117.56","2,807.00","1,756.05","0.03","43.12"
"BANKBARODA","245.09","247.34","243.15","244.88","243.20","-","-1.68","-0.69","43,78,842","107.29","266.95","190.70","0.61","-3.72"
"BDL","1,539.00","1,548.00","1,513.00","1,529.50","1,519.00","-","-10.50","-0.69","14,64,344","224.35","2,096.60","890.00","-10.99","16.83"
"DIXON","16,925.00","16,962.00","16,705.00","16,876.00","16,755.00","-","-121.00","-0.72","1,65,675","278.46","19,148.90","12,022.00","3.65","33.14"
"AUBANK","759.60","760.65","751.15","759.15","753.70","-","-5.45","-0.72","5,42,497","41.01","841.00","478.35","0.83","22.22"
"NMDC","72.39","72.72","71.19","71.82","71.28","-","-0.54","-0.75","1,48,55,972","106.50","82.83","59.53","-0.13","-68.02"
"ADANIPORTS","1,371.10","1,377.80","1,355.30","1,370.60","1,360.00","-","-10.60","-0.77","12,27,167","167.75","1,517.00","995.65","-5.51","-8.17"
"PETRONET","280.60","281.80","277.50","280.15","278.00","-","-2.15","-0.77","8,00,735","22.37","384.20","269.60","-7.85","-25.96"
"IRCTC","730.90","734.30","724.05","731.20","725.50","-","-5.70","-0.78","4,05,628","29.60","957.10","656.00","-5.09","-21.46"
"TATAPOWER","390.10","392.30","386.80","390.55","387.45","-","-3.10","-0.79","25,51,655","99.27","494.85","326.35","-2.81","-7.52"
"SAIL","124.10","125.27","123.05","124.09","123.10","-","-0.99","-0.80","42,54,584","52.66","144.20","99.15","-9.38","-6.80"
"KAYNES","6,230.00","6,246.50","6,134.00","6,200.50","6,148.50","-","-52.00","-0.84","1,97,399","122.26","7,822.00","3,825.15","5.15","19.28"
"RVNL","330.00","334.40","327.10","330.80","328.00","-","-1.10","-0.33","54,54,040","180.02","619.50","305.00","-12.53","-41.11"
"KEI","3,995.00","3,999.00","3,906.30","3,986.40","3,952.00","-","-34.40","-0.86","1,62,082","63.96","4,779.90","2,424.00","0.35","-15.35"
"PFC","404.75","408.15","399.30","403.40","399.90","-","-3.50","-0.87","68,14,781","275.06","566.40","357.25","-3.91","-22.60"
"HAVELLS","1,573.00","1,573.00","1,550.60","1,567.90","1,554.00","-","-13.90","-0.89","4,42,684","69.02","2,106.00","1,381.30","2.37","-17.03"
"POLYCAB","7,158.00","7,177.00","7,067.00","7,158.00","7,092.50","-","-65.50","-0.92","1,39,514","99.25","7,605.00","4,555.00","1.65","5.48"
"CDSL","1,590.00","1,611.50","1,556.10","1,583.60","1,569.00","-","-14.60","-0.92","34,72,849","549.75","1,989.80","1,047.45","-8.54","-45.13"
"DMART","4,737.90","4,749.60","4,673.00","4,737.90","4,694.00","-","-43.90","-0.93","8,73,600","410.84","5,484.85","3,340.00","17.75","-6.72"
"POLICYBZR","1,940.00","1,940.00","1,895.20","1,921.80","1,903.50","-","-18.30","-0.95","6,56,592","125.33","2,246.90","1,311.35","6.65","15.70"
"PATANJALI","1,820.00","1,832.30","1,791.00","1,813.80","1,796.00","-","-17.80","-0.98","4,60,952","83.66","2,011.00","1,570.00","-6.60","-0.44"
"NBCC","105.39","107.00","104.10","105.39","104.35","-","-1.04","-0.99","55,41,717","58.46","139.83","70.80","-8.60","-42.69"
"INDIGO","6,100.00","6,125.00","6,010.00","6,155.50","6,094.50","-","-61.00","-0.99","6,89,343","419.29","6,232.50","3,780.00","4.72","43.08"
"ADANIGREEN","976.00","983.95","964.15","975.95","966.00","-","-9.95","-1.02","8,20,006","80.03","2,091.00","758.00","-5.85","-49.29"
"NTPC","342.35","344.35","336.90","342.00","338.50","-","-3.50","-1.02","1,11,35,121","378.30","448.45","292.80","0.13","-15.82"
"IRFC","126.80","128.55","125.17","126.73","125.42","-","-1.31","-1.03","1,09,20,060","138.55","187.33","108.04","-5.69","-29.56"
"BHEL","220.98","222.43","217.98","220.67","218.40","-","-2.27","-1.03","35,94,173","79.24","304.00","176.00","-13.34","-25.55"
"NESTLEIND","1,190.00","1,190.30","1,168.80","1,190.30","1,177.90","-","-12.40","-1.04","9,91,563","116.85","1,389.00","1,055.00","-51.86","-52.74"
"NCC","221.50","222.27","218.34","220.84","218.51","-","-2.33","-1.06","12,36,960","27.22","330.80","170.05","-2.98","-30.53"
"BOSCHLTD","40,075.00","40,105.00","39,360.00","39,935.00","39,500.00","-","-435.00","-1.09","21,473","85.18","41,290.00","25,921.60","4.21","24.58"
"CANBK","112.70","113.00","110.98","112.28","111.04","-","-1.24","-1.10","1,31,62,672","147.11","119.30","78.60","0.22","0.83"
"HINDUNILVR","2,667.10","2,667.10","2,627.30","2,669.80","2,640.00","-","-29.80","-1.12","22,35,686","591.80","3,035.00","2,136.00","8.31","-2.95"
"IREDA","148.90","151.99","146.61","148.78","147.10","-","-1.68","-1.13","81,94,223","122.61","265.80","137.01","-5.42","-38.12"
"NHPC","82.85","83.37","81.73","82.76","81.81","-","-0.95","-1.15","63,33,244","52.19","100.50","71.00","-5.45","-14.50"
"INOXWIND","144.25","146.40","142.10","144.19","142.50","-","-1.69","-1.17","51,73,232","74.80","259.31","129.03","-13.58","-34.27"
"BLUESTARCO","1,935.10","1,935.10","1,885.70","1,927.40","1,904.80","-","-22.60","-1.17","2,74,009","52.27","2,417.00","1,521.00","5.92","12.88"
"JSWSTEEL","1,080.60","1,086.10","1,069.30","1,082.60","1,069.30","-","-13.30","-1.23","20,69,244","223.39","1,089.20","880.00","4.62","18.04"
